Medication,Medication_Name,Additional_Info,FREQ,Dose_By_Name_MCG,Dose_By_Puff_MCG,Dose_By_Information
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.22 MG; FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.44 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,880,880
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.44 MG; FREQ=BID; ROUTE=INH,2,220,880,880
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=0.88 MG; FREQ=BID; ROUTE=INH,2,220,1760,1760
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=UD; ROUTE=INH,,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; ROUTE=INH,,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; FREQ=QD; ROUTE=INH,1,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=1 PUFFS; FREQ=UD; ROUTE=INH,,220,220,220
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,880,880
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; ROUTE=INH,,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,220,880,880
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=2 PUFFS; FREQ=QD; ROUTE=INH,1,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSE=4 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,1760,1760
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 220 mcg oral inhaler - LMR 4798,Fluticasone,FREQ=BID; ROUTE=INH,2,220,440,440
Fluticasone propionate 44 mcg aer w/adap 10.6gm aer w/adap,Fluticasone,,,44,44,88
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,,,44,44,132
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=0.044 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,44,88,88
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=0.088 MG; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,44,176,176
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=0.088 MG; FREQ=BID; ROUTE=INH,2,44,176,176
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,44,88,88
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=1 PUFFS; FREQ=BID; ROUTE=INH,2,44,88,88
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,44,176,176
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,44,176,176
Fluticasone propionate 44 mcg oral inhaler - LMR 4796,Fluticasone,DOSE=2 PUFFS; FREQ=UD; ROUTE=INH,,44,88,88
Fluticasone propionate 50 mcg spray 16gm aer w/adap,Fluticasone,,,50,50,100
Fluticasone propionate 50 mcg spray susp 16gm aer w/adap,Fluticasone,,,50,50,100
Fluticasone-oncall,Fluticasone,,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; FREQ=BID; ROUTE=NA,2,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; FREQ=QAM; ROUTE=NA,1,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; FREQ=QD; ROUTE=INH,1,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; FREQ=QD; ROUTE=NA,1,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; FREQ=UD; ROUTE=NA,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; DOSETYPE=R; ROUTE=NA,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; FREQ=PRN; ROUTE=NA,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; FREQ=QAM; ROUTE=NA,1,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; FREQ=QD; ROUTE=NA,1,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=1 SPRAY; FREQ=UD; ROUTE=NA,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; DOSETYPE=R; FREQ=BID; ROUTE=NA,2,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; DOSETYPE=R; FREQ=QD; ROUTE=NA,1,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; DOSETYPE=R; ROUTE=NA,,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; FREQ=BID; ROUTE=NA,2,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; FREQ=QD; ROUTE=NA,1,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSE=2 SPRAY; ROUTE=NA,,,,200
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,DOSETYPE=R; ROUTE=NA,,,,100
Veramyst (fluticasone furoate) - LMR 6049,Fluticasone,ROUTE=NA,,,,100
100/50 fluticasone/salmeterol,Fluticasone/salmeterol,,,100,100,100
250/50 fluticasone/salmeterol,Fluticasone/salmeterol,,,250,250,250
500/50 fluticasone/salmeterol,Fluticasone/salmeterol,,,500,500,500
Advair Diskus 100 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,,,100,100,100
Advair Diskus 100 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,100,200,200
Advair diskus 100/50 oral inhaler,Fluticasone/salmeterol,,,100,100,100
Advair Diskus 250 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,,,250,250,250
Advair Diskus 250 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,250,500,500
Advair Diskus 250 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; ROUTE=Inhl,,250,250,250
Advair diskus 250/50 oral inhaler,Fluticasone/salmeterol,,,250,250,250
Advair Diskus 500 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,,,500,500,500
Advair Diskus 500 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Advair Diskus 500 mcg-50 mcg/Dose Powder For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Advair diskus 500/50 oral inhaler,Fluticasone/salmeterol,,,500,500,500
Advair Diskus Inhl,Fluticasone/salmeterol,,,,,250
Advair Diskus Inhl,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,,,250
Advair Diskus Inhl,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=PRN; ROUTE=Inhl,,,,250
Advair Diskus Inhl,Fluticasone/salmeterol,FREQ=Daily; ROUTE=Inhl,1,,,250
Advair Diskus Inhl,Fluticasone/salmeterol,ROUTE=Inhl,,,,250
Advair diskus-oncall,Fluticasone/salmeterol,,,,,250
Advair Hfa 115 mcg-21 mcg/Actuation Aerosol Inhaler,Fluticasone/salmeterol,,,115,115,115
Advair hfa 115/21 inhalation aerosol (fluticasone propionate/salmeterol 115/21)- lmr 6000,Fluticasone/salmeterol,,,115,115,115
Advair hfa 115/21 inhalation aerosol (fluticasone propionate/salmeterol 115/21)- lmr 6000,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,115,230,230
Advair hfa 115/21 inhalation aerosol (fluticasone propionate/salmeterol 115/21)- lmr 6000,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,115,460,460
Advair hfa 115/21 inhalation aerosol (fluticasone propionate/salmeterol 115/21)- lmr 6000,Fluticasone/salmeterol,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,115,460,460
Advair Hfa 230 mcg-21 mcg/Actuation Aerosol Inhaler,Fluticasone/salmeterol,,,230,230,230
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,,,230,230,230
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,DOSE=1 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,230,460,460
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,230,920,920
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,DOSE=2 PUFFS; FREQ=BID; ROUTE=INH,2,230,920,920
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,DOSETYPE=R; FREQ=BID; ROUTE=INH,2,230,460,460
Advair hfa 230/21 inhalation aerosol (fluticasone propionate/salmeterol 230/21)- lmr 6001,Fluticasone/salmeterol,FREQ=BID; ROUTE=INH,2,230,460,460
Advair hfa 4521 inhalation aerosol (fluticasone propionatesalmeterol 4521)- lmr 5999,Fluticasone/salmeterol,,,45,45,90
Advair hfa 4521 inhalation aerosol (fluticasone propionatesalmeterol 4521)- lmr 5999,Fluticasone/salmeterol,DOSE=2 PUFFS; DOSETYPE=R; FREQ=BID; ROUTE=INH,2,45,180,180
Advair Hfa Inhl,Fluticasone/salmeterol,,,,,250
Advair Hfa Inhl,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,,,250
Advair Hfa Inhl,Fluticasone/salmeterol,DOSE=115 ug; FREQ=BID; ROUTE=Inhl,2,,230,230
Advair Hfa Inhl,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,,,500
Advair Hfa Inhl,Fluticasone/salmeterol,DOSE=500 MCG; FREQ=BID; ROUTE=Inhl,2,,1000,1000
Advair Hfa Inhl,Fluticasone/salmeterol,FREQ=BID; ROUTE=Inhl,2,,,250
Advair Hfa Inhl,Fluticasone/salmeterol,ROUTE=Inhl,,,,250
Advair hfa-oncall,Fluticasone/salmeterol,,,,,250
Advair-oncall,Fluticasone/salmeterol,,,,,250
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,,,100,100,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Q12H; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=Before Breakfast; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=BID PRN;,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=BID PRN; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=BID RESP; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=Daily PRN; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=Daily; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=Nightly; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=Q12H; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; FREQ=QAM; ROUTE=Inhl,1,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=100 mcg of fluti; ROUTE=Inhl,,100,100,100
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=200 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,100,400,400
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti;,,100,250,250
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,100,1000,1000
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,FREQ=BID;,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,FREQ=BID; ROUTE=Inhl,2,100,200,200
Fluticasone 100 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,ROUTE=Inhl,,100,100,100
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,,,250,250,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 INHALER; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Before Breakfast; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Oral,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID RESP; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID;,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily PRN; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily;,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Oral,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Nightly PRN; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Nightly; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Once PRN; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Q12H PRN; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Q12H SCH; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Q12H; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=QAM; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; ROUTE=Inhl,,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,250,1000,1000
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily PRN;,1,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti; FREQ=Daily RESP; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti; FREQ=Daily; ROUTE=Inhl,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti; FREQ=Q12H PRN; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=250 mcg of fluti; FREQ=Q12H; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti;,,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,FREQ=BID; ROUTE=Inhl,2,250,500,500
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,FREQ=Daily PRN;,1,250,250,250
Fluticasone 250 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,ROUTE=Inhl,,250,250,250
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,,,500,500,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 EA; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 INHALER; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID PRN; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID;,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Daily; ROUTE=Inhl,1,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=PRN; ROUTE=Inhl,,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=Q12H; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=QAM; ROUTE=Inhl,1,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; FREQ=See Admin Instructions; ROUTE=Inhl,,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=1 PUFF; ROUTE=Inhl,,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Inhl,2,500,2000,2000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=BID; ROUTE=Oral,2,500,2000,2000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=Daily; ROUTE=Inhl,1,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=2 PUFF; FREQ=QAM; ROUTE=Inhl,1,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=Daily; ROUTE=Inhl,1,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=Once; ROUTE=Inhl,1,500,500,500
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=500 mcg of fluti; FREQ=Q12H; ROUTE=Inhl,2,500,1000,1000
Fluticasone 500 mcg-Salmeterol 50 mcg/Dose Blistr Powdr For Inhalation,Fluticasone/salmeterol,DOSE=5500 mcg of fluti; FREQ=BID; ROUTE=Inhl,2,500,1000,1000
Fluticasone and salmeterol dry powder inhaler-oncall,Fluticasone/salmeterol,,,,,100
Fluticasone and salmeterol hfa inhaler-oncall,Fluticasone/salmeterol,,,,,100
Fluticasone and salmeterol-oncall,Fluticasone/salmeterol,,,,,100
Fluticasone prop/salmeterol 100/50 mcg inhalant 60 ea,Fluticasone/salmeterol,,,100,100,100
Fluticasone prop/salmeterol 100/50 mcg inhaler 1 ea dispenser,Fluticasone/salmeterol,,,100,100,100
